PROVINCIA,TOTAL,HOMBRES_MENOS_25,HOMBRES_25_44,HOMBRES_MAS_45,MUJERES_MENOS_25,MUJERES_25_44,MUJERES_MAS_45,AGRICULTURA,INDUSTRIA,CONSTRUCCION,SERVICIOS,SIN_EMPLEO_ANTERIOR,MONTH,YEAR
GRANADA,77567,6142,24069,11983,4112,22007,9254,3778,6419,20917,41179,5274,4,2009
GRANADA,39852,2237,8711,4916,3389,15247,5352,1504,3211,5464,24079,5594,5,2005
GRANADA,42152,2631,8912,5008,3845,15720,6036,2035,3255,5349,25165,6348,5,2006
GRANADA,42659,2736,8988,5385,3468,15492,6590,2197,3277,5841,25092,6252,5,2007
GRANADA,51468,3660,13451,7399,3180,16506,7272,2910,3881,10266,29104,5307,5,2008
GRANADA,76828,5736,23815,11912,3890,22103,9372,3699,6407,20378,40979,5365,5,2009
GRANADA,40224,2384,8500,4837,3556,15481,5466,1491,3284,5201,24216,6032,6,2005
GRANADA,42239,2589,8810,5068,3687,16006,6079,2128,3292,5397,25375,6047,6,2006
GRANADA,43668,2927,9332,5543,3505,15725,6636,2268,3261,6131,25543,6465,6,2007
GRANADA,53843,3974,14364,7884,3209,16941,7471,3041,4094,11199,29891,5618,6,2008
GRANADA,76822,5433,23804,12039,3735,22350,9461,3743,6372,20216,41308,5183,6,2009
GRANADA,41508,2346,9108,5033,3550,15933,5538,1543,3392,5455,24995,6123,7,2005
GRANADA,42286,2597,9085,5176,3484,15856,6088,2111,3298,5648,25308,5921,7,2006
GRANADA,43856,2855,9695,5723,3422,15590,6571,2317,3277,6346,25580,6336,7,2007
GRANADA,56176,4182,15550,8265,3260,17414,7505,3146,4198,11937,30967,5928,7,2008
GRANADA,76588,5168,23762,12273,3526,22340,9519,3740,6339,20107,40939,5463,7,2009
GRANADA,42186,2461,9492,5147,3619,15908,5559,1674,3473,5794,24998,6247,8,2005
GRANADA,42443,2699,9483,5282,3296,15676,6007,2116,3419,5950,25191,5767,8,2006
GRANADA,44791,2868,10392,5985,3318,15649,6579,2300,3388,6916,26020,6167,8,2007
GRANADA,58921,4516,16887,8811,3349,17786,7572,3250,4442,13086,32057,6086,8,2008
GRANADA,78971,5272,24831,12755,3606,22797,9710,3743,6541,20901,42157,5629,8,2009
GRANADA,43941,2784,9576,5103,4115,16587,5776,1793,3521,5634,26068,6925,9,2005
GRANADA,43415,2733,9397,5261,3576,16243,6205,2153,3407,5706,26093,6056,9,2006
GRANADA,45463,2867,10341,5900,3476,16105,6774,2308,3380,6762,26714,6299,9,2007
GRANADA,62396,5082,17805,9216,3769,18689,7835,3345,4676,13781,33826,6768,9,2008
GRANADA,81742,5307,25604,13013,3720,23960,10138,3861,6739,21149,43958,6035,9,2009
GRANADA,45312,3049,9633,5142,4546,17048,5894,1909,3553,5670,26987,7193,10,2005
GRANADA,44421,2877,9277,5196,4007,16731,6333,2226,3400,5602,26641,6552,10,2006
GRANADA,46273,2730,10647,6049,3168,16685,6994,2511,3469,6971,27479,5843,10,2007
GRANADA,67816,5793,19632,9706,4474,19939,8272,3672,5070,15005,36356,7713,10,2008
GRANADA,84067,5484,26338,13270,3877,24715,10383,4201,6800,21461,45126,6479,10,2009
GRANADA,45780,3133,9828,5144,4627,17072,5976,2061,3557,5797,27348,7017,11,2005
GRANADA,44412,2952,9403,5245,3996,16405,6411,2229,3369,5727,26471,6616,11,2006
GRANADA,47149,2964,11068,6144,3349,16695,6929,2587,3486,7306,27806,5964,11,2007
GRANADA,70351,6012,20457,10273,4571,20559,8479,3808,5176,15836,37547,7984,11,2008
GRANADA,44283,3070,9891,5328,4190,16046,5758,1976,3502,6189,25948,6668,12,2005
GRANADA,42413,2777,9436,5364,3491,15126,6219,2086,3306,6087,24897,6037,12,2006
GRANADA,47310,3083,11673,6455,3125,16168,6806,2480,3509,8239,27263,5819,12,2007
GRANADA,69794,5527,21198,10829,3803,20026,8411,3690,5305,16787,36694,7318,12,2008
GUADALAJARA,6973,428,1229,910,419,2802,1185,106,1011,729,4883,244,1,2006
GUADALAJARA,6741,337,1205,841,386,2779,1193,65,742,692,5036,206,1,2007
GUADALAJARA,7813,392,1881,1002,341,2862,1335,143,764,1088,5539,279,1,2008
GUADALAJARA,14788,1127,4529,1951,845,4559,1777,185,1640,2880,9680,403,1,2009
GUADALAJARA,6915,416,1192,889,451,2799,1168,111,1004,706,4858,236,2,2006
GUADALAJARA,6903,355,1225,806,441,2869,1207,68,742,688,5135,270,2,2007
GUADALAJARA,8503,504,2112,1062,395,3087,1343,308,825,1106,5931,333,2,2008
GUADALAJARA,15703,1227,4745,2028,935,4876,1892,203,1735,2980,10299,486,2,2009
GUADALAJARA,6671,380,1134,837,438,2734,1148,100,933,689,4698,251,3,2006
GUADALAJARA,6790,366,1248,790,429,2760,1197,91,712,709,5006,272,3,2007
GUADALAJARA,8590,517,2110,1088,416,3094,1365,271,831,1149,5977,362,3,2008
GUADALAJARA,16703,1280,5040,2157,1012,5200,2014,375,1888,3049,10753,638,3,2009
GUADALAJARA,6393,337,1078,797,396,2668,1117,84,907,607,4558,237,4,2006
GUADALAJARA,6711,363,1186,796,422,2772,1172,80,761,688,4906,276,4,2007
GUADALAJARA,9029,565,2234,1135,461,3240,1394,258,866,1283,6211,411,4,2008
GUADALAJARA,17501,1310,5279,2267,994,5522,2129,327,2093,3144,11137,800,4,2009
GUADALAJARA,6698,433,1098,815,495,2749,1108,79,950,600,4615,454,5,2005
GUADALAJARA,6118,320,1014,735,383,2609,1057,79,851,533,4419,236,5,2006
GUADALAJARA,6363,314,1190,770,356,2601,1132,70,723,660,4674,236,5,2007
GUADALAJARA,8943,573,2236,1127,461,3163,1383,130,851,1313,6232,417,5,2008
GUADALAJARA,17402,1264,5200,2283,990,5516,2149,224,2141,3090,11090,857,5,2009
GUADALAJARA,6171,393,1006,759,414,2500,1099,75,861,521,4309,405,6,2005
GUADALAJARA,5839,296,999,714,347,2453,1030,85,790,523,4221,220,6,2006
GUADALAJARA,6281,328,1137,734,374,2570,1138,83,703,635,4592,268,6,2007
GUADALAJARA,8913,554,2329,1117,435,3126,1352,124,827,1407,6135,420,6,2008
GUADALAJARA,16760,1184,4999,2258,851,5320,2148,198,2146,3012,10580,824,6,2009
GUADALAJARA,6202,348,1060,754,377,2518,1145,76,862,542,4345,377,7,2005
GUADALAJARA,5852,269,1030,756,322,2411,1064,72,731,558,4299,192,7,2006
GUADALAJARA,6456,321,1282,752,325,2611,1165,71,710,701,4745,229,7,2007
GUADALAJARA,9188,573,2472,1143,439,3206,1355,130,830,1510,6256,462,7,2008
GUADALAJARA,16305,1087,4844,2269,811,5181,2113,196,2071,2894,10364,780,7,2009
GUADALAJARA,6504,359,1162,818,361,2684,1120,89,912,616,4550,337,8,2005
GUADALAJARA,6077,292,1122,773,298,2557,1035,68,779,609,4444,177,8,2006
GUADALAJARA,6910,363,1446,775,341,2776,1209,87,740,818,5027,238,8,2007
GUADALAJARA,9654,592,2696,1192,445,3318,1411,122,856,1654,6599,423,8,2008
GUADALAJARA,16755,1063,4956,2331,873,5368,2164,203,2116,2979,10725,732,8,2009
GUADALAJARA,6440,364,1097,806,400,2667,1106,65,959,600,4493,323,9,2005
GUADALAJARA,6212,307,1158,810,320,2568,1049,61,784,621,4571,175,9,2006
GUADALAJARA,6961,408,1479,806,396,2695,1177,100,743,811,5041,266,9,2007
GUADALAJARA,10538,697,2936,1323,506,3606,1470,137,966,1774,7186,475,9,2008
GUADALAJARA,17326,1163,5045,2443,934,5542,2199,184,2183,2998,11232,729,9,2009
GUADALAJARA,6516,380,1084,822,423,2676,1131,93,966,596,4608,253,10,2005
GUADALAJARA,6239,331,1121,802,362,2530,1093,59,780,597,4618,185,10,2006
GUADALAJARA,7006,406,1501,833,418,2658,1190,98,753,812,5052,291,10,2007
GUADALAJARA,11863,917,3312,1447,676,3943,1568,173,1084,1922,8119,565,10,2008
GUADALAJARA,18091,1230,5292,2536,974,5716,2343,231,2277,3072,11734,777,10,2009
GUADALAJARA,6437,396,1093,820,408,2601,1119,91,954,633,4510,249,11,2005
GUADALAJARA,6159,322,1104,774,363,2511,1085,65,693,637,4579,185,11,2006
GUADALAJARA,6993,409,1536,865,385,2572,1226,110,739,878,4996,270,11,2007
GUADALAJARA,12992,1030,3767,1582,728,4212,1673,189,1219,2201,8801,582,11,2008
GUADALAJARA,6653,398,1222,889,383,2621,1140,103,945,757,4611,237,12,2005
GUADALAJARA,6339,316,1232,832,338,2534,1087,66,732,727,4652,162,12,2006
GUADALAJARA,7269,427,1745,940,354,2584,1219,126,746,1038,5102,257,12,2007
GUADALAJARA,13552,1098,4153,1786,736,4134,1645,216,1377,2545,8848,566,12,2008
GUIPUZCOA,26248,1244,5277,3865,1108,8298,6456,217,5756,1766,16982,1527,1,2006
GUIPUZCOA,24862,1033,4680,3839,912,7618,6780,191,5464,1555,16299,1353,1,2007
GUIPUZCOA,25102,1082,4885,3873,902,7308,7052,218,5284,1688,16534,1378,1,2008
GUIPUZCOA,33070,1934,8181,5314,1150,8726,7765,235,8358,3068,20199,1210,1,2009
GUIPUZCOA,26229,1238,5327,3835,1158,8197,6474,236,5700,1757,16963,1573,2,2006
GUIPUZCOA,24740,1044,4556,3814,946,7601,6779,190,5391,1533,16237,1389,2,2007
GUIPUZCOA,25501,1083,4943,3925,942,7541,7067,235,5316,1697,16827,1426,2,2008
GUIPUZCOA,34635,2048,8824,5516,1231,9096,7920,231,8999,3137,20969,1299,2,2009
GUIPUZCOA,25368,1174,4914,3835,1082,7910,6453,213,5461,1719,16448,1527,3,2006
GUIPUZCOA,23644,970,4156,3767,866,7173,6712,178,5048,1469,15559,1390,3,2007
